,0
1230,squid games was so good 😭 10/10
1231,Number 212 on squid games so annoying .. Can’t wait until she die
1232,"While it’s no point in adapting squid games, seems adaptable for international sequels and spin offs since I’m assu… https://t.co/Zd4ms00K9a"
1233,Squid games was nuts
1234,I want the Squid Games sweatsuit.
1235,i hate the way squid games ended cause wtf
1236,mf's talking bout sum SQUID GAMES but w... you know what nvm y'all don't deserve it lol
1237,Can’t sleep 🙂 been sitting in the dark for a whole hour lol. Squid games it is 😂
1238,My whole everything is filled with squid games
1239,Up all night thinking about ep 6 of squid games man wtf
1240,"HERES THE LINK IF U GUYS WANT IT, ITS A SALE

https://t.co/vIjGIU2ggZ"
1241,The squid games is off the scale 😩🤣
1242,Nah this Squid games show is wicked wtf 😭
1243,@vyridianaaxo Watch Squid Games!
1244,@JendukManoballs ahah why are you such a bad influence?? i wanna binge watch squid games now 😭
1245,this episode of squid games got me feeling some type of way :’(
1246,Squid games or Saw?
1247,Man wtf I gotta watch Squid Games. Everybody talking about it
1248,fuck da squid game where the squirt games at?
1249,I’d definitely watch squid games again
1250,They out here arguing over $30. They in the squid games fr
1251,Alice in borderland is worse than squid games when it comes to blood pressure chile i can’t no no ✌🏾
1252,the ppl in the squid games who have the bedazzled masks are so extra like
1253,watching the squid games on netflix. i wasn't sure if i would be into it but it's actually so good!!
1254,So is squid games a movie or a show. 🤔
1255,no bc let’s talk abt how sick the scenes of squid game were when ppl would die outside of the games and their money… https://t.co/vo9CCYjXVO
1256,me if i was on squid games playing red light green light https://t.co/YXCn0R0tUV
1257,One game of Alice In Borderland is giving me more thrill than entire Squid Game games combined🤣
1258,girl squid games too sad ion wanna watch this no mo
1259,Squid Games is adult Mario Party🤷🏻‍♂️
1260,"yea squid games had me fucked up , i’m finishing my night w charlie’s angels 😭"
1261,"The way the wave of 'squid games' is reaching to everyone and I'm no exception hahah 
Damn, I almost gave up after… https://t.co/g5iOJTSoV6"
1262,"@SayyyJay the latter. 
that’s how i started squid games but then when. the words weren’t matching the actual spoken words. i turned em off."
1263,@mykastfu Yeah I been planning to get PlayStation now for bit. Myka have you watched squid games
1264,GAME 4 OF SQUID GAMES REALLY FUCKING DID THAT
1265,"squid games has me in shambles, they killed that old man. I am hurting"
1266,squid games had me so mad i straight up bawled over something that didnt actually happen lmaooo
1267,"@Tope_soft Squid games loading. 
Ways to regulate population"
1268,ep 6 of squid games i’ll kms rn
1269,The bitch making the nigga fall with her on squid games is me 😂😂😂😂
1270,@changmin_QQ @WE_THE_BOYZ Oh wait the squid games right lol
1271,Bidens gonna compete in squid games to pay off the national debt https://t.co/X5owp5djlD
1272,@MadeIn_taylor Squid games
1273,the very existence of squid game season 2 would shatter me i don’t want any more games to happen if they’re going t… https://t.co/8ih0Ex1Zpj
1274,"Ok, Im gonna watch one episode of squid games, if I get addicted I blame y’all"
1275,@mkyiin ITS OK I JUST WATCHED SQUID GAMES AND I CANT SLEEP
1276,"Episode 6 of squid games had me bawlin, I can’t even lie man."
1277,Oi squid games though. Get on it. 👏🏼
1278,Okay I really got start squid games
1279,Watching Squid Games with all my suite mates is my favorite part of college
1280,@mrcyna Squid Games https://t.co/sfmmFSkGDW
1281,I literally been watching squid games all day lol
1282,any of y'all have watched squid games?
1283,Yooo squid games is wild!!!!
1284,Squid game is not going how I thought it would I thought it'd be Like hunger games but goddamn SO much happened in… https://t.co/rdQofDuGpA
1285,You should watch squid games if you haven’t already
1286,"Legit got all my coworkers hooked on Squid games 😅 

We ready for season DOS ✌🏼"
1287,@Myr_Deazjah Squid games
1288,the end of squid games man…
1289,"fuck it, ima watch squid games. i feel left out atp lmaoo :/"
1290,What games would the British version of squid game have?
1291,GUH i want to watch squidward’s mixed signals (squid games) but i am too pussy
1292,After watching squid games i trust no one lol i already had bad trust issues now that show fucked me up even more.
1293,i was holding my breath the entire time i watched Squid Games tf
1294,i still aint finish squid games yo
1295,@blazbad everyone on squid games so watch alice in borderland aswell bit slower but just as good
1296,"Squid games , taught me no matter how long or hm yu fucced wit a person Dey still gone switch up or fucc yu over , for some money 🤦🏾‍♀️."
1297,I ain’t watch squid games yet I’m finna
1298,Started squid games lol
1299,I would’ve been dead by the second round of squid games for sure lol
1300,"Why is it called, “Squid Games”?"
1301,Episode 6 of Squid Games is fucking gut wrenching bruh
1302,me being glad that i would never actually have to be in a situation like squid games and then remembering that i’m… https://t.co/Upt2DY7DmO
1303,Hmmmm squid games = copie conforme de Kaiji en moins bien https://t.co/IiiH0dGXko
1304,"This whole time, I been watching the Squid Games in Sub because I didn’t know they had it in English Audio 💀"
1305,How y’all fell asleep on Squid Games? First episode got me lol
1306,squid games is danganronpa with out the shitty bear
1307,Wait Squid games isn’t about blacks??
1308,Been up watching Squid Games holy fuck bro..
1309,Aiight everyone’s talking about Squid games.  Guess I’ll jump on the train and watch it tomorrow
1310,squid games seruuu ughaaaa!!!!!!!!
1311,Y’all love to ruin things I haven’t even watched squid games yet &amp; already know what’s happening 🤦🏽‍♀️
1312,I want to watch Squid Games sooooo bad omfg. Zach and I watched the first episode and then he went to bed. He’s lea… https://t.co/MRGQLWxWac
1313,"emocional zero pra squid games, i just can’t"
1314,ok squid games was hard but extracurricular is interestingggg
1315,Squid Games…really like that? I’m always late to everything lol
1316,Squid Games is dope af
1317,"@Maister_SSB Not a question but peep squid games if you haven't yet brodie, shits a banger!

Hope you been well tho… https://t.co/0RvBAv80bR"
1318,Squid games was so good .
1319,what if they made squid game parodies as games for idol groups
1320,"[Squid games]
Bro... I did not expect them to start speaking in hindi. I knew Ali is an Indian but still when him a… https://t.co/qpS0pSZoVq"
1321,Bro I really watched all 9 episodes of Squid Games in one day.
1322,Would it be fun or demented to host a Squid Games Halloween party where people can either dress up as the workers o… https://t.co/4viFLRMHLB
1323,back to squid games huhu
1324,"Squid Game shits on Hunger Games, I’m sorry. I feel absolutely fed by it."
1325,that asian girl in squid games is so fine
1326,Crying watching squid games
1327,yall i finally finished squid games 😭 i cannot be any more confused
1328,@AldiUK @NetflixUK Squid games it’s so bad it’s good!
1329,Watching squid games by myselfff🙄
1330,who’s squid and why do they keep playing games
1331,Squid game this squid game that. When are you gonna stop playing GAMES with me 😞
1332,Mfers Simping over the wrong girl from Squid Games bro 😭😭😭
1333,@LichVtuber It's based off a manga which was way better but I personally thought the games were interesting and the… https://t.co/mJqWrtEESK
1334,Niggas Gotta delete they social media to watch Squid Games properly
1335,"Every time y’all mention “Squid Games”, it makes me think y’all are talking about Splatoon LOL"
1336,Who ever directed episode 6 of squid games can go straight to hell💯got me FUcKing crying n SHIT cuh!😭 https://t.co/T8HsDCi3te
1337,Is squid games really worth watching ?
1338,@_vallariii I watched squid game but idk I like alice in borderland better. The way the games were held and the com… https://t.co/Ajs31KOxKX
1339,childhood games are forever ruined for me thank u squid games &amp; alice in borderland &lt;3
1340,WOW. Bruh I should text my ex’s mom and see if she’s watched squid games…. Me and her used to watch all types of K-dramas together smhhhh
1341,pls lemme see some Sunwoo in squid games edit
1342,Fuck Squid Games. This some bullshit
1343,Yooooo! watching squid games and it just confirms not everybody is your friend bro money will make people do crazy… https://t.co/4k0NBEesnn
1344,Is squid games a must watch lmk 🤔
1345,Survivor + children's games + mass murder = Squid Game.
1346,Wow episode 6 of squid games
1347,I did not expect to like squid games let alone love it 😩 ❤️
1348,is squid games rlly good?
1349,squid games x those rich bastards
1350,"Another conspiracy theory about squid game is:
If you check the walls of the big hall where they were sleeping, all… https://t.co/aFvqY3YMSX"
1351,Binging squid games WTF is happening
1352,I'll be shot dead in the squid games for asking many questions 🚶
1353,"@Myr_Deazjah Blood and Water, Lucifer, Ozark, The Squid Games"
1354,The ending of squid games was booty and I’ll be mad if they don’t come out with another season cause it was good asl
1355,That and Squid Games… 🤷🏾‍♂️ https://t.co/CIhNRDMfP3
1356,Just finished Squid Games…….insane
1357,Only a few episodes into Squid Games but I need player 212 dead asap
1358,Squid games really was fire tho
1359,Squid games but the prize is 14 ounces of some gas
1360,"I had to take a break, Midnight Mass and Squid Games had me forgetting to eat dinner smh"
1361,It was too many gray areas in squid games lmfaooo. I would have never agreed to play lmfaooo. I got questions.
1362,I want to watch squid games but not too sure if I can handle the gore and violence rn :( im in a pretty mentally an… https://t.co/RfWo3qLwPd
1363,Watched squid games before bed and now I'm worried Jorge will kill me in my sleep bc I'm too weak
1364,Fuck squid games thank u 💔
1365,The end of episode 6 of squid games. My heart is broken. #SquidGames https://t.co/01oblremmZ
1366,On episode 5 of Squid Games and gotdamn
1367,Squid games oss 😭😭😭
1368,Awwww hell nah episode 6 of squid games with the marbles was such a twist :(
1369,Aint nobody say squid games was in chinese
1370,I’m ready for Squid Games Season 2 now 😀
1371,Squid games was the last dubbed movie I watched in a long time but it was good☺️
1372,I took some time off between watching season 2 and 3 (I watched Squid Game in said time) but now I'm starting 3 and… https://t.co/wn4X3P9W7H
1373,isac but it’s games from squid game
1374,Gotta stay off fb until I finish squid games.. They always ruining shit
1375,Might have to start squid games to see what all the fuss is about
1376,Squid games on Netflix is what you call Entertainment
1377,@Myr_Deazjah Squid games
1378,"Bruh watched episode 1 of Squid Games, WTF yal be watching lol that shit traumatizing, naw."
1379,just finished watching squid games and i’m in tears
1380,Episode 6 of Squid Games got me like https://t.co/m4iNpIo3km
1381,I’m never watching squid games
1382,everyone’s talking about squid games when y’all should be talking about alice in borderland 💔
1383,Wtf is this squid games?
1384,Should I watch squid games ?
1385,Squid games a setup 😭
1386,If Eric watches “squid games” without me he’s not getting any for a month. 😡 I said what I said.
1387,"I want to finish watching Squid Games so bad, but my daughter is going to be mad 🙄😒🤣"
1388,What’s y’all opinions on squid games??
1389,Since squid games is out there &amp; trending people best not complain about subtitles and what not ☠️
1390,Sooooooo Squid Games was basically Asian Saw 😅😅😅😭
1391,What is this squid games y’all keep talking bout ?
1392,as soon as i finish squid games all the saddest edits coming up on my fyp i’m kicking and punching the air rn
1393,if you ain’t see them die with your own eyes they ain’t die in squid games😂
1394,Bro they pmo on squid games killing them ppl like that wtf
1395,"This game is totally not gonna scare you.
https://t.co/nzbLeT2p0c
👀"
1396,Squid games be having my palms sweaty ong
1397,Squid Game? Supply Chain disruptions are the only Squid Games that matter
1398,Squid games is really fucking good.
1399,Squid Games is literally a live action anime
1400,Did they really have to kill player 001 on squid games 😢 ep.7 was too gory for me
1401,"I haven't watched squid games yet &amp; I refuse to let the internet peer pressure me, I'm dodging spoilers like the matrix"
1402,@biggestjoel Watch the squid games. they're better.
1403,"Squid Games hurt me so bad, I’m done  with that show. #SquidGames"
1404,need to be said: Squid games is so overrated.
1405,Money Heist x Squid Games Halloween costumes coming.
1406,I need to watch Squid games that’s all I been seeing people talk about 😭
1407,I wanted to watch Squid Games so I could find out what all the hype is about but I’m accidentally 7 wine glasses in… https://t.co/2jSzTFRKQJ
1408,I wanna throw a squid games theme party when I get back 🤔
1409,when does the squid start playing games
1410,Ok ok ok that girl on Squid Games is 10/10 I’m on her team now
1411,locals watching squid games i c
1412,@ThatDancer I watched first episode of squid games it was good😂 Hust watch clickbait real quick
1413,i finished squid games and HOLY SHIT
1414,"@1yongct I personally think aib was more creative with games and plot line , squid game was kinda slow and basic 😮‍💨✋"
1415,Halloween is going to be nothing but people dressed as people that died in Squid Games. Lord knows y’all lost.
1416,Finally watching Squid Games.
1417,why are my neighbors fighting at 1AM… I’m trying to watch squid games
1418,Watching squid games 🥸
1419,@goblingrin @GawdEric @Kebo_Slice @Alfonzzy_ I definitely see a sort of battle of good / evil with front man &amp; Gi H… https://t.co/R81VqtvW9g
1420,I’m really loving the show squid games rn !!
1421,@krisrKat “Squid Game” is a fictional Korean drama series in which contestants compete in a mysterious survival gam… https://t.co/W3NyhEo7Gk
1422,"I just know I could easily beat all the games in squid game, red light green light yeah I got that"
1423,hyunjae will be probably surviving squid game bc he's good at games and chanhee.. i don't think he would even dare a try HAHAHSHSHAH
1424,"I just started watching The Squid Game.

All I can say is... Wow. Same killing games that I've seen in Hunger Games… https://t.co/5tXATydJGQ"
1425,"@Mi3_Approved Squid games, Netflix!"
1426,I deadass thought I was the only one that gave “squid games” a chance. I love the fact that other people did as well.
1427,People actually watch squid games in dub?!? 🤢🤢🤢
1428,It’s 2:30 am and I just finished episode 6 of squid games … I’m in tears ….. like boo boo crying
1429,"been watching squid games all damn night, it’s so good"
1430,Making dalgona candy from Squid Game is all fun and games until you have to wash the utensil in which you made it. 😮‍💨
1431,Squid game&gt;&gt; hunger games
1432,@ceresfauna I know right. I though too for so long. Darn TV series and their weird names looking like video games.… https://t.co/3UHl6T4ZAj
1433,goddamn episode 6 of squid games
1434,wow squid games has more sex in it than my life rn
1435,5 bucks that soon one/some of tbz will do a vlive where they try some of the games from squid game like the dalgona
1436,Another ep of squid games orrrr sleeppp?
1437,@NetflixIndia Equivalent of one of the games in Squid games
1438,Squid Games full of shit 💔😭
1439,squid games really fucked me up had me crying and shit this show is crazy as hell 😭
1440,I’m watch squid games after everybody and they momma watched it…til then Wu-Tang Clan it is 😂😂
1441,"Ironically squid game can get away with having a remake from any country, because the games are based on Korean kid… https://t.co/Do6ftnXzOp"
1442,Everyone must be done with Squid Games now because so many new memes have started popping up.
1443,Squid Games has so much symbolism #SquidGame
1444,oh shit . i just realized . tanan games sa squid game kay naa sa wall sa ilang sleeping quarter 😵
1445,i should continue squid games
1446,"imagine sunwoo shouting this before stating the games on squid game hahahsjdkfk
https://t.co/zW1UR52Fhm"
1447,episode 4 of squid games giving me mad anxiety
1448,i wanna finish squid games but i keep getting side tracked with hw ☹️
1449,Thinking about sunwoo in the squid games is so hilarious to me because he’s going to be pissed before any games eve… https://t.co/advZuSMBlm
1450,the old man in squid games needs to give me my tears back
1451,@ioana_1995 😂🤣😂🤣 “You” is top tier yanno 👏🏾 but I agree 100% with season 2 needed for squid games
1452,i really want to watch squid games but there’s too much gore for me to handle😭
1453,can we all agree that sweet home deserved as much hype as squid games
1454,i just thought of squid games x wab: eternal and now I'm sad again
1455,@thaboselepe3 @MaungaClive @Alpha_Reeyah Squid games series.
1456,Squid games ep 1 was so fucking good I really hope the rest of the series keeps that going
1457,"The most fucked up thing about squid games is how they treat there moms, that shits heart breaking. #SquidGames"
1458,Squid Games is too crazy
1459,"USE TWICE TRACKS FOR THE GAMES ON SQUID GAMES AND OTHER FANCAMS IN TIKTOK, I'M SURE IT WILL BE AMAZING"
1460,"bawled my eyes to squid games
even tho most ppl killing themselves over money irl already lol"
1461,finished watching squid games and then remembered that this account exists but i didn’t live tweet it. oops
1462,time to play squid games for this man hand in marriage https://t.co/ibOqXq8P45
1463,We’ll watch squid games at your krib not mine ✊🏿
1464,@WE_THE_BOYZ Yes you will win in squid games sunwoo I believe in you
1465,Squid Games was not good lmaooo like
1466,Squid games is so sickening 😳
1467,"At the end of Squid Games nigga real deal said , Fukk dem kids… 🏃🏾🚶🏾‍♂️✈️"
1468,"Okay, Squid games is giving saw vibes but tolerable for scardy cats…so far. https://t.co/jSmLLxhWng"
1469,I would be SICK to die the first game on Squid games 😂
1470,getting eliminated at squid games for wearing my kyrie spongebobs instead of the white slip ons
1471,"Me, rushing home so I can roll up &amp; finish this squid games https://t.co/Rzgt6DMukQ"
1472,"To what song should Mamamoo danced with Squid Games outfits on ?

#SquidGames #MAMAMOO @RBW_MAMAMOO #Netflix https://t.co/TnRyRPOQXY"
1473,@technosheesh Anon is interested in watching squid games. I’m not sure how much gore but there is blood and a threats in the first ep
1474,"-break-

tomorrow: new mlp movie + more squid games + the crown + starting season 2 of the end of the fucking world"
1475,Squid game is nun but a Korean hunger games
1476,When is season 2 of squid games
1477,y’all recommend that show squid games??
1478,Can’t decide if Squid Games is the best or worst thing I’ve seen
1479,Squid Games is crazy 😳
1480,About to start squid games
1481,"seeing people say they love parasite and squid game, and even western movies like hunger games then going on to say… https://t.co/hLIwRlGqUC"
1482,Would y’all play Squid Games?
1483,Breh on Squid Games was having a breakdown every 30 minutes 💀💀
1484,Hoping there would be a show where the boyz will try out all the games shown in squid game. Then the staff would th… https://t.co/vsNlAbXIUQ
1485,beth harmon would survive the squid games
1486,I know the cast and producers of squid games prolly like wait what now ? Our show doing what numbers? 😭
1487,anyone want to watch the whole squid games with me i cant watch it alone
1488,@olivecattyfo I’m going to hunt u like the brothers in the squid games
1489,@EnjoyerSchlatt I'm always ready to talk abt squid games. 🤚🤚
1490,"Like FR will there be more squid games, or another clickbait.... I hate it here"
1491,Oh so now Squid Games wanna make me emotional 😐
1492,"honestly though, squid games was mid"
1493,i’m watching squid games and how do their shoes stay so white in every scene 😂
1494,Squid games sooooo wicked omg! I’m up binge watching
1495,i don't even watch squid games or whatever it's called but that one chick is hot as fuck
1496,Remake the squid games but replace the contestants with nittys
1497,@Unkle_K Squid games?
1498,Should I watch Squid Games?!
1499,We could be watchin squid games but you playin games
1500,Im tryna go to the squid games
1501,The only squid games I know https://t.co/wgydh0ns7h
1502,I’m on my fourth episode of squid game ( I caved and watched it ) and I think the games part is entertain but all t… https://t.co/EWfVKPut2v
1503,watching squid games now
1504,"but her ass is out here playing Squid Games on Roblox 🤦🏽‍♀️ Yo, Roblox need to chill 😂 https://t.co/Vhbc8PBSOb"
1505,What’s all the hype about Squid Games?
1506,Squid games has such good anti-elite commentary...like how only rich people would do such fucked up shit for their… https://t.co/nn2g457d3r
1507,Looks like I’m going to squid games..Only cuz hyunjae and changmin will probably be there too https://t.co/U26eOHoAfQ
1508,i would highkey win in squid games
1509,"Since everyone is watching Squid Games, please watch Train to Busan &amp; Parasite. All you gotta do is read and I promise you’ll be satisfied!"
1510,i may be laughing at this because i really did just imagine him in squid games and god Lord 🚬 hold on bae let me go https://t.co/eurYjkFPSG
1511,the ending of squid games has me mad ash
1512,"Squid game is about 6 ChildHood Games

1: Red Light Green Light

Red Light Green Light will mean you have to stop a… https://t.co/xY70PwZYx8"
1513,Im moving to South Korea and applying for the forklift driver position at the squid games
1514,Jackie Chan woulda fucked around and won that squid games bs his first try
1515,@SpoonzyEdits @SlurqdFN Squid games
1516,if you watched squid games in English audio GET OUT OF HERE
1517,@handmethetiaraa Squid games
1518,Oh il nam is still my favourite character in squid games.
1519,squid games fuckedddd me up
1520,Okay squid games wild asf 😭
1521,Did not expect to be crying over Squid Games at 2 am https://t.co/IgmWdhhD9W
1522,@Sineadburke10 Try Squid Games next.. excellent
1523,Love squid games aha this shits good
1524,tapi dia pamer squid games
1525,"started squid games and yep this is gonna emotionally bodyyy more than battle royale or hunger games, u can’t have… https://t.co/WIHeHOEHff"
1526,My sister started watching Squid Game and she wanted me to watch it and I asked her to describe it for me and she l… https://t.co/NqI6CUhOUb
1527,Sunwoo in squid game 2 and im his mentor just like haymitch abernathy from hunger games
1528,@Alpha_Reeyah Squid games...
1529,I woulda swept Squid Games easily lol
1530,i'll go to the squid games for sunwoo and give him all my money
1531,okay i get it i love squid games as well BUT FUCK I DONT WANNA SEE IT ON MY FYP NO MORE IT’s ANNOYINg NOW ITS ALWATS THE SAME CRAP 😭
1532,Lemme watch this squid games bs
1533,time to watch squid games
1534,Squid Games definitely did their Thug Thizzleee wit the PLOT tho cause I ain’t see NONE of the shit coming 🤣🤣🤧🤧
1535,Squid Game = Money Heist + Hunger Games
1536,"Me: 
Everyone in the world: Squid Games"
1537,"i really wanna watch squid games rn but that shit so intense, i gotta watch it during the daytime😭"
1538,watching squid games and i will LOSE IT if 001 or 067 dies
1539,Squid games gives me so much anxiety I literally can’t watch it 😭
1540,It’s bothering me how off the lips are on Squid Games 😂😭
1541,Squid games slaps crazy
1542,I want the Squid Game cast to guest on Rm and play the games from the series with the rm members.🙏
1543,"Whose watched squid games on Netflix?

If yes, then what did you think
If no, please watch it I recommend it"
1544,Squid games worth the watch?
1545,Man I shouldn’t have started squid games when I have work in the morning 💀
1546,Honestly I think I’d do kinda good at in sqyid games until it was time to play the actual squid game. Like why woul… https://t.co/pYI6Htu0zM
1547,damn the first episode of Squid Games crazy 😅
1548,Squid games is crazy
1549,@aBeZy I've watched Alice in the borderland been thinking of watching squid games might watch now if shows similar!
1550,I’ll enter the squid games for Sunwoo
1551,"Saw episode one of Squid Game and if I didn’t have to be up mad early, I’d prob watch it all rn. I KNEW it was gonn… https://t.co/kVhcmUstKX"
1552,goD DAMN IT I THINK I JUST SAW A HUGE SQUID GAMES SPOILER 😭😭😭
1553,me in red light green light from squid games when the reward is sakura hiden animation not animated by sp https://t.co/T5XkhGgqiX
1554,i have decided i’m actually going to stop squid games and continue tomorrow night bc i have school in a few hours a… https://t.co/lVq5RWYJFw
1555,I got one more episode of squid games that shit is too good😭
1556,"okay but wait, squid game is about life &amp; debt and using games to demonstrate it. BUT… why kids games? 🧐 why not Ru… https://t.co/DSrPHSie4b"
1557,not the Squid Games spoiler tweets😩😭🙈
1558,"Finna watch this squid games shit , if I Have freaky dreams or nightmares ima be mad at y’all"
1559,I just watched episode 1 of squid games and wtf?
1560,I’m really crying watching Squid Games lmaoooo
1561,Episode 6 of squid games was sad af…
1562,BMG entering Mcchunky broke ass into da squid games.
1563,"The fact that she was a model, before she  got casted for her first ever drama, &amp; it was Squid Games is 😩😮‍💨🤌🏽 https://t.co/MSaYsmMfHP"
1564,Is squid games that good?
1565,Squid games but the prize is that there is never traffic when you’re on the road
1566,i need jerm to go to a REAL squid games
1567,squid games is wild dawg
1568,Squid games is really interesting tbh https://t.co/d0vm3ZyWXV
1569,@Khardezzy Squid games
1570,Squid games has my palms sweaty af. This tug of war though!!!
1571,"@Geno5787 @asdfmeh 5,876.84 Squid Games https://t.co/49ZdFSeLvc"
1572,I done watched squid games like 3 xs
1573,Broo she was fine on Squid Games for no reason https://t.co/npA7eGHk53
1574,just finished the 6th episode of squid games and i’m bawling so hard the girl next door can hear me 😭ain’t no fuckin WAYYY THAT HAPPENED!
1575,Squid Games got me thinking some crazy shit.
1576,Don’t watch Squid Games with the English VO. It’s not the same. You’re welcome.
1577,Me and bae don’t have anytime to watch squid games together till Sunday. I’m sad dawg
1578,almost finished with Squid Games and my two faves are dead...
1579,im on the last episode of Squid Games omg I’m gonna throw up
1580,@tokoyamitowa TL: I cried so hard during episode 6 of Squid Games
1581,Squid Games 2 we are all about to try to win his hand in marriage https://t.co/0JTBacktqx
1582,ok i wasn’t prepared for episode 6 of squid games
1583,Finally started squid games……omg https://t.co/apiexW0hjV
1584,Where can I watch squid games
1585,"I have been on this trend of watching/playing games where the games played kill participants: Squid Games, Alice in… https://t.co/wghZ4ZQ7qx"
1586,squid games is ass
1587,"my mom got me up watching Squid Games &amp; she has to be up in a hour, I keep dozing off 😒"
1588,@therapymp3 Lol squid games is the chosen one out of all the asian battle royale style plotlines.
1589,Squid games? Guess I’ll watch it
1590,I wanna watch squid games all the way over
1591,Squid games is wildddd
1592,I just woke up back to squid games
1593,squid games is trivv😭
1594,omg squid games c’est comme les hunger games ??? https://t.co/EXQ98tq2Y2
1595,Squid games highly recommend 😫😫
1596,‘Alice in borderland’ is giving ‘squid games’ on steroids
1597,"@othagreat @BritishGQ @tom_usher_ I don't know, there's always large crowds for public or professional fights, the… https://t.co/CARi4e0BB4"
1598,"I tried to watch squid games#. . Meh , I personally don’t get all the hype ."
1599,Im for sure dressing up as one of the squid games soldiers for Halloween’s lmao
1600,I’m addicted to squid games
1601,JUST WATCH SQUID GAMES AND NOW IM IN TEARS https://t.co/oS4lNR9wfE
1602,Squid games 😳😳😳
1603,took a break after the first episode of squid games to make some cookies and now i’m going back in https://t.co/gFqjvNP2Ok
1604,Im Not Impressed With Squid Games..Because Of Yall I Walked In With too high Expectations lol It’s iiite
1605,I can’t be on Twitter bruh ppl are gonna spoil the squid games before I can even watch it🤦🏽‍♀️
1606,I’m deleting this app until I watch squid games hoes keep ruining it ✌🏿
1607,I am not okay I just finished squid games why is this happening to me
1608,I’m watching Squid games and all I can think about is how many wons a meal at Carl’s Jr would be😨
1609,I actually think I could survive squid games… if I decided to become a big scary ass bear fighting woman
1610,All y’all tAlk about is squid games and click bait. Sheesh
1611,i’m tryna get through the first episode of squid games it’s just not holding my attention yet 😭
1612,Damn i havent even watched ‘squid games’ and theres already references and memes and tik toks like to keep it a sta… https://t.co/9e2VDpqxcL
1613,not my parents trying to spoil squid games for me
1614,The squid games i watch https://t.co/gpIhlAv2XW
1615,awww my gma lady in squid games 😭🥺 nothing and better happen to her or fuck all y’all saying this a good show thnk u
1616,Just finished the first episode of Squid Games and this is insane 😳
1617,"squid game tried to be parasite and hunger games at the same time but failed yet ppl are eating it up for it's anti capitalist message,,,"
1618,grace live tweeting squid games is very entertaining to me
1619,FUCKKKKKKK BARU NONTON SQUID GAMES
1620,Goddamnit I just know there’s going to be a lot of squid games cosplayers at Halloween this year
1621,so we all just watching squid games huh
1622,I’ll start watching Squid Games this weekend
1623,So I was going to finish the sopranos but I watched squid games episode 1 so gotta finish that now
1624,imma watch that squid games show lol
1625,Squid games reminds me of Alice in Borderland. They risk their life by playing games
1626,Squid games is better than breaking bad
1627,Was it just me or did squid game kinda had some similarities to hunger games
1628,Squid games look like another version of hunger games lmao
1629,Woke Twitter be like: “ain’t it crazy how they dropped Squid Games right before the govt says the US is running out of money?”
1630,"Opinion on Squid Game... this honestly exploded so i choose to like this show, i will try one of those games at som… https://t.co/TmR1OlIKLX"
1631,squid game = saw + hunger games
1632,Squid games 2 hard ong
1633,“But can he beat Goku” stfu goku’s pussy ass won’t even beat squid games
1634,Cardi clearly been watching Squid Games https://t.co/T9I17Ocuec
1635,Fuck you guys and spoiling squid games for me already 🙃
1636,Squid games = Saw
1637,It took the trailer alone for me to realize Squid Games is trash.
1638,@jazzthezeek your performance in Squid Games is really good! Bravo! https://t.co/iJVnFu8HaU
1639,Ik i wasnt the only one crying when the old man in squid games died 💔😢#SquidGames
1640,Squid games wild af OMG
1641,Squid games is not for the weak 😭
1642,Squid games was a trip man
1643,Now everybody gonna be a fucking player from the squid games on Halloween . 🙄🙄
1644,@LouieDi13 Later them go call am go squid games so him go fit pay off 😂😂😂
1645,Squid games over here deleting life points.
1646,watching squid games and sang woo’s mum is someone i’d like to hug
1647,@delatomorrow @netflix Watch Squid Games! 🦑
1648,everyone on my tl was saying that they were a bit disappointed with squid games ending but i actually rly enjoyed i… https://t.co/zi6SfmoWXm
1649,@cpervin the Koreans are winning big time. nice to see lots of folks appreciating non Western content. more exposur… https://t.co/gLC3xpSWOF
1650,just finished squid games 😐
1651,Squid games is so intense!
1652,Lemme just watch the rest of squid games the whole timeline boutta ruin it😩🙄🙄🙄
1653,"Lol when squid games votes to end the game and the people are like like “fuck that, half of already died. we about… https://t.co/crBKTtCLaD"
1654,"Every staff member and actor of Squid Games DESERVES it 😭👍

And HELL YEAH BTS IS THE STANDARD https://t.co/lsM9AnvtFv"
1655,@bilaes0k squid games
1656,probably not a good idea to start watching Squid Games this late 🥴
1657,"Speaking of ""Squid games"", ""Alice in borderland"" is really good too."
1658,Finished Squid Games a lil while ago😅🔥
1659,I fast forward whenever they’re playing the games in squid game thts too much stress
1660,"I was wondering who would enjoy watching the squid games in the show 

…..and then I saw the white people + it all made sense"
1661,Keep seeing all these memes on that Squid Games. What I’m missing out on?
1662,"@hoelottawoman @keyon Nah, As the gods will walked so squid games could run."
1663,"idc what ya'll say, I'm not going to watch squid games. I'm tired of characters I like getting killed off 😂"
1664,@oikscrys FUFFK IM SORRU SQUID GAMES GOT ME FUCKED UP
1665,I feel like I’m in the squid games finishing up these assignments lmaoo
1666,"Verdict’s in: Squid Game is super Gambling Apocalypse; Kaiji (esp Ep 7, iykyk), some Liar Game, a little bit of Bto… https://t.co/wFxeSf0zr7"
1667,i’m bout to start Squid Games.. alone. cause fuck y’all
1668,watching squid games and y’all right this shit crazy
1669,squid games this squid games that how bout we play a GAME where you squirt on me with your ink like a SQUID
